"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EZH2",0,0.316093550381685,0.28,0.117,0,"TA","EZH2"
"LRIG11",0,0.311234013715359,0.418,0.219,0,"TA","LRIG1"
"CERS61",0,0.309130732975514,0.812,0.674,0,"TA","CERS6"
"PCCA1",0,0.309067368719459,0.557,0.365,0,"TA","PCCA"
"KIAA13241",0,0.308716334727924,0.462,0.242,0,"TA","KIAA1324"
"ATP2C21",0,0.307538426465265,0.432,0.232,0,"TA","ATP2C2"
"PRKDC1",0,0.307286110477991,0.448,0.276,0,"TA","PRKDC"
"POLA11",0,0.306665834289878,0.319,0.159,0,"TA","POLA1"
"MAML31",0,0.30587109260133,0.771,0.59,0,"TA","MAML3"
"ZNRF31",0,0.304576530710158,0.318,0.129,0,"TA","ZNRF3"
"SEMA3C1",0,0.303947860720179,0.392,0.22,0,"TA","SEMA3C"
"CMSS11",0,0.303250814022537,0.286,0.111,0,"TA","CMSS1"
"IGF1R1",0,0.302642690134815,0.486,0.301,0,"TA","IGF1R"
"TLN2",0,0.302607800505573,0.724,0.563,0,"TA","TLN2"
"SCFD2",0,0.301459074087087,0.49,0.31,0,"TA","SCFD2"
"CDK61",0,0.300624071777085,0.501,0.32,0,"TA","CDK6"
"TARBP11",0,0.300479600035253,0.353,0.168,0,"TA","TARBP1"
"SPATA51",0,0.298307898314037,0.376,0.208,0,"TA","SPATA5"
"MID11",0,0.297197716591781,0.506,0.319,0,"TA","MID1"
"BCL21",0,0.296920990102184,0.389,0.183,0,"TA","BCL2"
"CFAP2211",0,0.296030466658405,0.29,0.135,0,"TA","CFAP221"
"DGKH",0,0.291241809396011,0.456,0.277,0,"TA","DGKH"
"MLEC1",0,0.285938524453011,0.435,0.26,0,"TA","MLEC"
"ABR1",0,0.285084111313409,0.547,0.382,0,"TA","ABR"
"CCND21",0,0.28275759876701,0.37,0.196,0,"TA","CCND2"
"TMPRSS4",0,0.281904909437995,0.375,0.204,0,"TA","TMPRSS4"
"PPP1R9A1",0,0.281867823128856,0.488,0.308,0,"TA","PPP1R9A"
"ATR1",0,0.281800679913552,0.398,0.221,0,"TA","ATR"
"LRPPRC1",0,0.281384261671877,0.456,0.288,0,"TA","LRPPRC"
"SMYD31",0,0.281052101444042,0.659,0.491,0,"TA","SMYD3"
"FARS21",0,0.280370674379559,0.529,0.364,0,"TA","FARS2"
"GPHN1",0,0.274024600095031,0.745,0.618,0,"TA","GPHN"
"RFX7",0,0.271057762664971,0.592,0.439,0,"TA","RFX7"
"DANT21",0,0.268824863857341,0.541,0.379,0,"TA","DANT2"
"STX18-AS11",0,0.268224611370822,0.302,0.152,0,"TA","STX18-AS1"
"CASK1",0,0.26701334658219,0.779,0.659,0,"TA","CASK"
"MGST1",0,0.266145089293431,0.367,0.218,0,"TA","MGST1"
"ZDHHC14",0,0.265169056893294,0.507,0.356,0,"TA","ZDHHC14"
"MTAP1",0,0.264965191710475,0.295,0.149,0,"TA","MTAP"
"GCNT1",0,0.263980105468893,0.697,0.555,0,"TA","GCNT1"
"NSD2",0,0.262704775605621,0.407,0.269,0,"TA","NSD2"
"MLXIP1",0,0.262325123229025,0.399,0.235,0,"TA","MLXIP"
"ACACA",0,0.261682324903774,0.525,0.369,0,"TA","ACACA"
"SYNE21",0,0.259459105951583,0.625,0.47,0,"TA","SYNE2"
"SEMA5A1",0,0.259277266253417,0.367,0.231,0,"TA","SEMA5A"
"APP1",0,0.259253294249642,0.62,0.474,0,"TA","APP"
"MAP2K61",0,0.25914422333023,0.321,0.167,0,"TA","MAP2K6"
"GOLM1",0,0.257650595538005,0.457,0.29,0,"TA","GOLM1"
"LINC014731",0,0.25657965437122,0.472,0.339,0,"TA","LINC01473"
"NOP581",0,0.25578904808754,0.321,0.164,0,"TA","NOP58"
"SRPK11",0,0.254452998113571,0.449,0.306,0,"TA","SRPK1"
"VDR1",0,0.254141022774575,0.516,0.38,0,"TA","VDR"
"GPR391",0,0.253946303511132,0.522,0.377,0,"TA","GPR39"
"SYK",0,0.25304632850868,0.492,0.338,0,"TA","SYK"
"TTTY141",0,0.25225155741599,0.433,0.302,0,"TA","TTTY14"
"MALRD1",0,0.251421895320315,0.939,0.859,0,"TA","MALRD1"
"PLA2G2A",0,1.22555808003591,0.757,0.277,0,"Paneth","PLA2G2A"
"DEFA6",0,1.1295658330389,0.941,0.564,0,"Paneth","DEFA6"
"REG3A",0,1.10054532990105,0.921,0.559,0,"Paneth","REG3A"
"PRSS2",0,1.01979157060255,0.546,0.145,0,"Paneth","PRSS2"
"LYZ",0,1.01551133172951,0.757,0.357,0,"Paneth","LYZ"
"ITLN2",0,0.998971139863402,0.508,0.066,0,"Paneth","ITLN2"
"DEFA5",0,0.942971747130288,0.971,0.739,0,"Paneth","DEFA5"
"SMOC21",0,0.902830349603391,0.433,0.072,0,"Paneth","SMOC2"
"MYRIP",0,0.753208098005851,0.379,0.086,0,"Paneth","MYRIP"
"CRACR2A",0,0.681599209920017,0.404,0.105,0,"Paneth","CRACR2A"
"ADGRL2",0,0.678045549341307,0.372,0.071,0,"Paneth","ADGRL2"
"CTNNA2",0,0.662483587110185,0.276,0.028,0,"Paneth","CTNNA2"
"PPM1E",0,0.626597786504496,0.297,0.044,0,"Paneth","PPM1E"
"PKD1L3",0,0.583556798021576,0.291,0.032,0,"Paneth","PKD1L3"
"NKD1",0,0.579854958776541,0.29,0.019,0,"Paneth","NKD1"
"CA8",0,0.474335614689407,0.268,0.041,0,"Paneth","CA8"
"SH3RF3",0,0.466702441418951,0.29,0.054,0,"Paneth","SH3RF3"
"NEBL",0,0.459897189268626,0.268,0.06,0,"Paneth","NEBL"
"KCNH8",0,0.438346503193936,0.273,0.063,0,"Paneth","KCNH8"
"IGFBP2",0,0.404801009265566,0.274,0.065,0,"Paneth","IGFBP2"
"TENT5C",0,0.37552952767045,0.256,0.055,0,"Paneth","TENT5C"
"LRMDA1",2.29427821200073e-290,0.729512970720744,0.484,0.226,1.00994126892272e-285,"Paneth","LRMDA"
"PTPRN2",3.65949692779346e-288,0.506864456572135,0.379,0.134,1.61091054761468e-283,"Paneth","PTPRN2"
"SNTB11",2.37884797778869e-278,0.466670328053128,0.347,0.123,1.04716887982258e-273,"Paneth","SNTB1"
"SLC16A7",1.192108289203e-276,0.350247422430809,0.289,0.088,5.2476606890716e-272,"Paneth","SLC16A7"
"REG1A1",1.6059625230105e-275,0.502489104897119,0.876,0.679,7.06944702629221e-271,"Paneth","REG1A"
"HEPACAM2",2.50937692050899e-268,0.383408947802604,0.295,0.091,1.10462772040806e-263,"Paneth","HEPACAM2"
"PRUNE2",2.45435687056657e-254,0.60612992305377,0.454,0.215,1.0804078944234e-249,"Paneth","PRUNE2"
"BCAS1",1.70117637994061e-253,0.42252811115236,0.358,0.127,7.48857842449858e-249,"Paneth","BCAS1"
"PLCB4",2.5637323106469e-243,0.392432288408575,0.294,0.098,1.12855496314676e-238,"Paneth","PLCB4"
"PDZRN3",9.06218174719451e-227,0.490596000296219,0.397,0.171,3.98917240511502e-222,"Paneth","PDZRN3"
"RGMB1",1.01601809565525e-212,0.415256334527504,0.333,0.13,4.47251165707441e-208,"Paneth","RGMB"
"SETBP1",2.14053181857579e-212,0.369838938474844,0.317,0.121,9.42262106537062e-208,"Paneth","SETBP1"
"RPL41",6.60330969502928e-212,0.489830966573018,0.728,0.523,2.90677692775189e-207,"Paneth","RPL41"
"SYNE1",5.77530034864859e-205,0.29481016282535,0.26,0.089,2.54228721347511e-200,"Paneth","SYNE1"
"ARFGEF3",2.51167027938809e-203,0.424560028106655,0.337,0.138,1.10563725698664e-198,"Paneth","ARFGEF3"
"ACTN1",9.50255792928703e-201,0.33449615163395,0.291,0.108,4.18302600047215e-196,"Paneth","ACTN1"
"DTNB",7.9031505101537e-196,0.302256292156578,0.255,0.088,3.47896685456966e-191,"Paneth","DTNB"
"KCNMA1",2.41658336764485e-192,0.40649659650331,0.361,0.152,1.06377999843726e-187,"Paneth","KCNMA1"
"ZNF804A1",1.80927567859794e-190,0.478451353357793,0.361,0.157,7.96443153718814e-186,"Paneth","ZNF804A"
"SORBS1",9.29096097534885e-188,0.427794912050116,0.369,0.166,4.08988102134857e-183,"Paneth","SORBS1"
"EEF1A1",9.29940070629539e-187,0.34357271019132,0.878,0.781,4.09359619091123e-182,"Paneth","EEF1A1"
"RPLP1",1.12555822656383e-180,0.387286922919037,0.793,0.648,4.95470731333399e-176,"Paneth","RPLP1"
"RPS12",3.16427280869097e-176,0.477986585402252,0.613,0.404,1.39291289038577e-171,"Paneth","RPS12"
"RPL13A",2.20103114371935e-170,0.388553491034703,0.781,0.63,9.68893909465258e-166,"Paneth","RPL13A"
"DNAH141",5.89858046815452e-169,0.34444919826268,0.274,0.107,2.59655512208162e-164,"Paneth","DNAH14"
"RPL36A",4.7147232366852e-163,0.463848893767628,0.484,0.275,2.07542116878882e-158,"Paneth","RPL36A"
"RPL37A",3.9985796985195e-162,0.435078445497065,0.668,0.48,1.76017478328828e-157,"Paneth","RPL37A"
"EPHB22",1.85790834128014e-158,0.423011849975831,0.42,0.211,8.17851251831516e-154,"Paneth","EPHB2"
"RPS28",1.18024998675873e-155,0.457524788114168,0.613,0.419,5.19546044171194e-151,"Paneth","RPS28"
"RPS27",3.26839807059604e-155,0.472081840655923,0.562,0.363,1.43874883067638e-150,"Paneth","RPS27"
"RPS23",1.210270330732e-151,0.435222411027112,0.629,0.438,5.32760999588225e-147,"Paneth","RPS23"
"TTC39C",7.20884425757707e-149,0.320830951075127,0.324,0.147,3.17333324218542e-144,"Paneth","TTC39C"
"NTN4",1.51445391927626e-147,0.300246337487538,0.264,0.105,6.66662615265411e-143,"Paneth","NTN4"
"TACC1",3.01427559482427e-147,0.332582561720951,0.332,0.154,1.32688411684164e-142,"Paneth","TACC1"
"RPS27A",1.23107372247807e-144,0.430580296756133,0.609,0.424,5.41918652634848e-140,"Paneth","RPS27A"
"BACE21",2.94208411126245e-144,0.405902686697666,0.345,0.169,1.29510542577773e-139,"Paneth","BACE2"
"KIAA13242",2.74260875550142e-143,0.429901759604296,0.487,0.298,1.20729637417172e-138,"Paneth","KIAA1324"
"SEC11C",3.85836557791861e-143,0.289673270946118,0.26,0.105,1.69845252739977e-138,"Paneth","SEC11C"
"FYN",8.45488485905842e-143,0.257146070032554,0.308,0.137,3.72184031495752e-138,"Paneth","FYN"
"RPS18",4.16332000835632e-142,0.411998919770427,0.662,0.495,1.83269346767845e-137,"Paneth","RPS18"
"ABCC4",1.22007372734268e-141,0.266898976234412,0.268,0.112,5.37076454776246e-137,"Paneth","ABCC4"
"FRY",1.29710176509312e-139,0.303523831371718,0.277,0.117,5.70984196993993e-135,"Paneth","FRY"
"RPS26",2.47379465621533e-139,0.45187195997352,0.503,0.309,1.08896440766599e-134,"Paneth","RPS26"
"TFF3",1.64579233560876e-137,0.414627112236475,0.546,0.338,7.24477786134977e-133,"Paneth","TFF3"
"GAS2",2.17955907245869e-136,0.301127679715263,0.268,0.114,9.59441903696316e-132,"Paneth","GAS2"
"RPL21",2.77358077903256e-134,0.421277644116075,0.545,0.354,1.22093025893013e-129,"Paneth","RPL21"
"RPS2",7.22680738779256e-133,0.392839885025248,0.661,0.505,3.18124061210628e-128,"Paneth","RPS2"
"ARHGEF28",1.0467414844854e-131,0.40340097383262,0.348,0.183,4.60775601470475e-127,"Paneth","ARHGEF28"
"RPS3A",5.47750928955307e-131,0.41956333762119,0.537,0.353,2.41119958926126e-126,"Paneth","RPS3A"
"RPL23A",1.23717670914609e-129,0.422920257765853,0.519,0.334,5.44605187366108e-125,"Paneth","RPL23A"
"RPL34",1.79982739085337e-126,0.388838801686263,0.658,0.502,7.92284017453652e-122,"Paneth","RPL34"
"DOCK8",6.36392896911165e-126,0.287731074938278,0.324,0.159,2.80140153220295e-121,"Paneth","DOCK8"
"RPL13",1.02460692090525e-125,0.289188886237478,0.817,0.727,4.51031966582493e-121,"Paneth","RPL13"
"RPL26",1.32268069624581e-124,0.425028135436067,0.485,0.305,5.82244042487405e-120,"Paneth","RPL26"
"IGKC",1.26456500239534e-123,0.370595062620375,0.736,0.584,5.56661514054428e-119,"Paneth","IGKC"
"PLCB1",3.48695901799271e-120,0.402716867148457,0.471,0.284,1.53495935972039e-115,"Paneth","PLCB1"
"RPS24",2.72303535109897e-118,0.359276526374089,0.648,0.505,1.19868016155377e-113,"Paneth","RPS24"
"UBE2E2",4.57705316975696e-118,0.337036451937979,0.335,0.172,2.01481880532701e-113,"Paneth","UBE2E2"
"RPL24",6.33687692534583e-118,0.403616176000948,0.498,0.322,2.78949322253724e-113,"Paneth","RPL24"
"RPL18A",3.21524221507208e-117,0.402713423262694,0.467,0.291,1.41534962307473e-112,"Paneth","RPL18A"
"RPL9",5.69284973615794e-117,0.400912201787967,0.536,0.36,2.50599245385673e-112,"Paneth","RPL9"
"RPS25",1.20035993291882e-116,0.395917009853783,0.509,0.333,5.28398442470865e-112,"Paneth","RPS25"
"ARHGAP24",2.28481775899461e-116,0.297120726976252,0.267,0.124,1.00577677750943e-111,"Paneth","ARHGAP24"
"RPS11",5.67679239576374e-115,0.367731482885146,0.655,0.508,2.4989240126152e-110,"Paneth","RPS11"
"ELL2",1.07717636746773e-114,0.440300203232981,0.507,0.374,4.74173036959294e-110,"Paneth","ELL2"
"RPL30",2.2483225232041e-114,0.398312548716336,0.544,0.377,9.89711574714445e-110,"Paneth","RPL30"
"RPL27A",4.31755601148955e-114,0.360711261474855,0.67,0.53,1.9005881562577e-109,"Paneth","RPL27A"
"RPS15A",1.45318130594916e-112,0.401938252573578,0.462,0.29,6.3969041087882e-108,"Paneth","RPS15A"
"PCAT11",9.76818753996162e-112,0.34725112382426,0.28,0.137,4.2999561550911e-107,"Paneth","PCAT1"
"ERO1B",3.38249040589857e-111,0.260829857247127,0.254,0.115,1.48897227667655e-106,"Paneth","ERO1B"
"RPS16",1.55843897618396e-108,0.37347792010505,0.583,0.421,6.86024837316179e-104,"Paneth","RPS16"
"RPL7A",2.18953277067614e-108,0.374467707928118,0.575,0.42,9.63832325651639e-104,"Paneth","RPL7A"
"RPL11",6.5973055714186e-108,0.364637620700133,0.624,0.476,2.90413391253847e-103,"Paneth","RPL11"
"SPINK1",1.10280455396083e-107,0.380748150294063,0.565,0.396,4.85454564653558e-103,"Paneth","SPINK1"
"CRIP1",2.15200817527553e-107,0.414746421092618,0.285,0.142,9.47313998756288e-103,"Paneth","CRIP1"
"RPL35A",5.1954762417281e-107,0.393986388091062,0.515,0.35,2.28704864160871e-102,"Paneth","RPL35A"
"EEF1G",6.32437403270456e-107,0.391140218940932,0.51,0.343,2.78398944919655e-102,"Paneth","EEF1G"
"RPS29",8.19876084576385e-106,0.390291108249437,0.552,0.391,3.60909452430525e-101,"Paneth","RPS29"
"RPS6",2.70156331582576e-105,0.355272023315286,0.642,0.505,1.1892281716265e-100,"Paneth","RPS6"
"CHRM32",2.99572266055153e-105,0.394166418776224,0.518,0.357,1.31871711517479e-100,"Paneth","CHRM3"
"RPL23",3.28255518802349e-105,0.386199652375828,0.487,0.324,1.44498079376794e-100,"Paneth","RPL23"
"RPL37",4.06010982761923e-105,0.364940189741016,0.601,0.445,1.78726034611798e-100,"Paneth","RPL37"
"RPL19",2.8979575698358e-103,0.371983969100869,0.579,0.425,1.27568092224172e-98,"Paneth","RPL19"
"RPS14",8.68538550934379e-101,0.353633637517017,0.62,0.484,3.82330670121314e-96,"Paneth","RPS14"
"RPLP2",8.71306976720376e-101,0.331516973880743,0.671,0.546,3.8354933115231e-96,"Paneth","RPLP2"
"RPS19",1.22702393938128e-100,0.339603321902968,0.656,0.525,5.40135938115641e-96,"Paneth","RPS19"
"GUCA2A",1.27488619640998e-99,0.337243108320422,0.41,0.229,5.61204903659673e-95,"Paneth","GUCA2A"
"RPS17",1.88755824879518e-99,0.380843663428351,0.459,0.299,8.30903141119638e-95,"Paneth","RPS17"
"RPL17",2.94384421364221e-98,0.355324932827674,0.459,0.293,1.2958802228453e-93,"Paneth","RPL17"
"RPS10",4.6531172266857e-98,0.337207609109634,0.295,0.153,2.04830220318705e-93,"Paneth","RPS10"
"RPL39",2.18822431870854e-97,0.364245298366381,0.447,0.281,9.63256345095501e-93,"Paneth","RPL39"
"RPS20",9.69868185004398e-97,0.372712484229468,0.5,0.347,4.26935975038936e-92,"Paneth","RPS20"
"RPL10",1.58757477554966e-96,0.332362141938922,0.649,0.524,6.9885041619696e-92,"Paneth","RPL10"
"LINC01725",4.64289671523864e-96,0.412565012491746,0.399,0.254,2.04380313404805e-91,"Paneth","LINC01725"
"FABP1",1.30623200657299e-94,0.27269249414314,0.845,0.776,5.75003329293428e-90,"Paneth","FABP1"
"EEF1B2",9.02902392281949e-93,0.351763714693345,0.518,0.364,3.97457633082514e-88,"Paneth","EEF1B2"
"RPL7",2.57361894279827e-92,0.349963881068694,0.54,0.391,1.1329070586198e-87,"Paneth","RPL7"
"RPL3",8.17521589588061e-92,0.322007813663682,0.667,0.549,3.59873003736665e-87,"Paneth","RPL3"
"GPX2",6.52391692777868e-91,0.250043263122486,0.256,0.124,2.87182823160818e-86,"Paneth","GPX2"
"RPS15",4.12465758128773e-90,0.334204419571936,0.62,0.495,1.81567426728286e-85,"Paneth","RPS15"
"H3F3A",1.63576187716559e-89,0.346204063902866,0.499,0.34,7.20062378328292e-85,"Paneth","H3F3A"
"RPL31",3.28566764458899e-88,0.344250345388409,0.497,0.344,1.44635089714807e-83,"Paneth","RPL31"
"COX7C",3.97974392988804e-88,0.365481522962262,0.558,0.415,1.75188327793672e-83,"Paneth","COX7C"
"HPCAL1",1.42226635637427e-87,0.385126353439739,0.492,0.367,6.26081650075954e-83,"Paneth","HPCAL1"
"RPL10A",3.74502373987561e-85,0.335710776180801,0.425,0.277,1.64855945029324e-80,"Paneth","RPL10A"
"PRKAR1A",9.63689631346982e-85,0.266265764880102,0.252,0.128,4.24216175718941e-80,"Paneth","PRKAR1A"
"RPS21",2.05319922414253e-84,0.356628262879903,0.463,0.315,9.0381829846754e-80,"Paneth","RPS21"
"RPS3",1.4202047039652e-83,0.316877130958451,0.61,0.482,6.25174110685481e-79,"Paneth","RPS3"
"RPL28",2.91603808742023e-83,0.304727521054946,0.657,0.538,1.28363996608239e-78,"Paneth","RPL28"
"KCNQ1OT1",5.98082115405614e-83,0.39699968517543,0.517,0.404,2.63275747201551e-78,"Paneth","KCNQ1OT1"
"IGLC2",1.3419705933573e-81,0.352878889537343,0.438,0.289,5.90735455195881e-77,"Paneth","IGLC2"
"FAU",5.13660513374794e-81,0.342343305793483,0.527,0.388,2.26113357987585e-76,"Paneth","FAU"
"RPL38",1.45743772623879e-80,0.348882075507484,0.437,0.294,6.41564087090317e-76,"Paneth","RPL38"
"UTRN1",4.91598890914453e-79,0.309934792796867,0.527,0.378,2.16401831780542e-74,"Paneth","UTRN"
"RPS13",1.70113497063526e-77,0.335186391772289,0.462,0.324,7.48839614073642e-73,"Paneth","RPS13"
"PROM1",4.40041027376508e-77,0.312008335383499,0.39,0.249,1.93706060251139e-72,"Paneth","PROM1"
"CLCA1",2.89395767620904e-76,0.337672267712997,0.439,0.289,1.27392016906722e-71,"Paneth","CLCA1"
"RPS9",6.71344947956418e-75,0.293203207220365,0.623,0.507,2.95526046090415e-70,"Paneth","RPS9"
"RPL18",1.69822672502662e-74,0.319347781875064,0.576,0.454,7.4755940435672e-70,"Paneth","RPL18"
"ZNRF32",4.97183651737741e-74,0.251671376293132,0.312,0.177,2.18860243494954e-69,"Paneth","ZNRF3"
"SERPINA1",1.97879323716959e-73,0.309931953172401,0.449,0.295,8.71064783002052e-69,"Paneth","SERPINA1"
"COX6A1",8.03442473105885e-73,0.331073571653039,0.392,0.253,3.53675376661211e-68,"Paneth","COX6A1"
"RPL32",2.45293478757555e-72,0.318988605998702,0.494,0.362,1.07978189349076e-67,"Paneth","RPL32"
"RPLP0",3.25031517117085e-72,0.281132572017271,0.639,0.54,1.43078873834941e-67,"Paneth","RPLP0"
"RPS4X",3.37749036562918e-72,0.314248201357742,0.539,0.421,1.48677125894997e-67,"Paneth","RPS4X"
"SSR4",1.04716037254166e-70,0.296632590361247,0.327,0.198,4.60959995992839e-66,"Paneth","SSR4"
"RPL15",1.65550319720733e-70,0.320312177050274,0.478,0.349,7.28752507410668e-66,"Paneth","RPL15"
"RPL22",6.44473770731433e-69,0.308531173443985,0.413,0.277,2.83697353875977e-64,"Paneth","RPL22"
"TMSB10",1.4791298485675e-68,0.276646483463367,0.671,0.568,6.51112959339414e-64,"Paneth","TMSB10"
"RPL36",1.63595230984893e-68,0.303455279644383,0.603,0.493,7.20146206795498e-64,"Paneth","RPL36"
"IGLC1",2.40839794992857e-67,0.277268794048798,0.27,0.152,1.06017677755856e-62,"Paneth","IGLC1"
"RPL27",2.56050889454024e-67,0.308788970485475,0.395,0.264,1.12713601537661e-62,"Paneth","RPL27"
"COX8A",6.27979578721271e-67,0.310255452665077,0.316,0.192,2.76436610553103e-62,"Paneth","COX8A"
"RPS5",7.59625685310706e-66,0.301198758972059,0.408,0.277,3.34387226673773e-61,"Paneth","RPS5"
"RUNX1",1.53926042989622e-65,0.265500844561168,0.37,0.243,6.77582441240315e-61,"Paneth","RUNX1"
"RPL8",2.93161722626896e-65,0.268887409340073,0.657,0.562,1.2904979030036e-60,"Paneth","RPL8"
"TOMM7",4.02465095746577e-62,0.297057025979481,0.345,0.224,1.77165135147643e-57,"Paneth","TOMM7"
"RPS8",4.52143790149107e-62,0.280304615433748,0.553,0.439,1.99033696423637e-57,"Paneth","RPS8"
"RPL6",1.5275383699825e-61,0.284895317716589,0.467,0.34,6.72422390466297e-57,"Paneth","RPL6"
"PPM1H1",1.85742998521333e-61,0.253835319379274,0.313,0.196,8.17640679490906e-57,"Paneth","PPM1H"
"GSE1",3.85116857902912e-61,0.250662968320357,0.409,0.277,1.69528440848862e-56,"Paneth","GSE1"
"PRAP1",2.97581905667288e-59,0.309949981886903,0.623,0.523,1.3099555487474e-54,"Paneth","PRAP1"
"RPL12",1.66015277226954e-58,0.294979648346112,0.43,0.308,7.3079925035305e-54,"Paneth","RPL12"
"ITPR2",5.15021567768117e-58,0.284976880816159,0.653,0.61,2.26712494131525e-53,"Paneth","ITPR2"
"RPL5",6.43155618268173e-56,0.279852258080834,0.487,0.373,2.8311710316165e-51,"Paneth","RPL5"
"LRIG12",1.23995180864619e-55,0.260933441008931,0.39,0.271,5.45826786166053e-51,"Paneth","LRIG1"
"RPS7",3.771967065025e-55,0.27551954630542,0.441,0.322,1.660419902024e-50,"Paneth","RPS7"
"DACH12",1.21810631888034e-54,0.256800526301428,0.621,0.513,5.36210401571124e-50,"Paneth","DACH1"
"RANBP172",2.33574785616666e-54,0.275976267123715,0.403,0.292,1.02819620628456e-49,"Paneth","RANBP17"
"TTC3",9.17741938882763e-54,0.254976499710962,0.534,0.45,4.03990001496192e-49,"Paneth","TTC3"
"RPL14",1.57128084386531e-53,0.269692060646501,0.483,0.37,6.9167782746951e-49,"Paneth","RPL14"
"EHF",1.00551262727837e-50,0.270122654931925,0.349,0.246,4.42626658527938e-46,"Paneth","EHF"
"RPL35",4.50664834193361e-50,0.266453748036677,0.534,0.433,1.98382660011918e-45,"Paneth","RPL35"
"RPSA",1.16998985543026e-49,0.259805881413834,0.464,0.357,5.15029534360402e-45,"Paneth","RPSA"
"TXN",5.99233106155681e-49,0.281843404530951,0.403,0.292,2.63782413329731e-44,"Paneth","TXN"
"ATP5F1E",7.47930689327831e-48,0.278661961099955,0.448,0.338,3.29239089442111e-43,"Paneth","ATP5F1E"
"FABP2",1.76502662299994e-47,0.277964327142751,0.567,0.484,7.76964719444573e-43,"Paneth","FABP2"
"SVIL",9.02542461333083e-47,0.270081716437881,0.501,0.424,3.97299191478823e-42,"Paneth","SVIL"
"RPL36AL",3.6333847207547e-45,0.266814096284489,0.358,0.254,1.59941595407622e-40,"Paneth","RPL36AL"
"NDUFA13",4.90804068388675e-45,0.267673330885687,0.324,0.221,2.16051950904695e-40,"Paneth","NDUFA13"
"NDUFA4",4.46534562782189e-43,0.265180433353988,0.323,0.225,1.96564514536719e-38,"Paneth","NDUFA4"
"CD63",5.50942490755155e-43,0.254887334741969,0.453,0.351,2.42524884430419e-38,"Paneth","CD63"
"COX6C",1.26466432867373e-36,0.276848892056755,0.445,0.362,5.56705237482174e-32,"Paneth","COX6C"
"SLC15A1",0,0.799410397555975,0.886,0.474,0,"Enterocytes","SLC15A1"
"KIFC3",0,0.755851429758856,0.622,0.204,0,"Enterocytes","KIFC3"
"DAB1",0,0.702288699193651,0.783,0.425,0,"Enterocytes","DAB1"
"THSD4",0,0.684522971253658,0.816,0.518,0,"Enterocytes","THSD4"
"TMPRSS15",0,0.6459269826107,0.642,0.412,0,"Enterocytes","TMPRSS15"
"SLC28A1",0,0.630197456620803,0.515,0.166,0,"Enterocytes","SLC28A1"
"ABTB2",0,0.620797352351118,0.614,0.289,0,"Enterocytes","ABTB2"
"HHLA2",0,0.600188579517776,0.63,0.292,0,"Enterocytes","HHLA2"
"NCKAP5",0,0.598542805660833,0.725,0.4,0,"Enterocytes","NCKAP5"
"SLC2A2",0,0.59501964431102,0.669,0.343,0,"Enterocytes","SLC2A2"
"GDA",0,0.594766338988545,0.913,0.669,0,"Enterocytes","GDA"
"SLC26A3",0,0.576949335849746,0.732,0.469,0,"Enterocytes","SLC26A3"
"PRKG2",0,0.569570304077689,0.512,0.2,0,"Enterocytes","PRKG2"
"MGAM",0,0.549902655759924,0.715,0.408,0,"Enterocytes","MGAM"
"AGMO",0,0.546293042583472,0.636,0.354,0,"Enterocytes","AGMO"
"CYP3A5",0,0.515617740287552,0.893,0.681,0,"Enterocytes","CYP3A5"
"CDHR2",0,0.501354157505597,0.701,0.418,0,"Enterocytes","CDHR2"
"SLC5A12",0,0.497143591813931,0.454,0.195,0,"Enterocytes","SLC5A12"
"CLIC5",0,0.493508203090405,0.616,0.352,0,"Enterocytes","CLIC5"
"SLC5A1",0,0.49227574017161,0.937,0.745,0,"Enterocytes","SLC5A1"
"ACSL5",0,0.488477359420084,0.835,0.62,0,"Enterocytes","ACSL5"
"C3orf85",0,0.479302905145774,0.431,0.181,0,"Enterocytes","C3orf85"
"SGK1",0,0.464027461638987,0.568,0.307,0,"Enterocytes","SGK1"
"SLC13A2",0,0.460976124135928,0.563,0.306,0,"Enterocytes","SLC13A2"
"MUC17",0,0.459914581754339,0.605,0.368,0,"Enterocytes","MUC17"
"PAPSS2",0,0.455043295488283,0.642,0.394,0,"Enterocytes","PAPSS2"
"SLC30A10",0,0.454782893807831,0.47,0.217,0,"Enterocytes","SLC30A10"
"LPGAT1",0,0.450853898481669,0.674,0.455,0,"Enterocytes","LPGAT1"
"ABCB1",0,0.448809715868587,0.484,0.254,0,"Enterocytes","ABCB1"
"MME",0,0.446138771172518,0.903,0.726,0,"Enterocytes","MME"
"SLC1A1",0,0.44491490479992,0.635,0.392,0,"Enterocytes","SLC1A1"
"CYP3A4",0,0.443690908215295,0.617,0.386,0,"Enterocytes","CYP3A4"
"LCT",0,0.439657836040245,0.47,0.293,0,"Enterocytes","LCT"
"SCARB1",0,0.436054718384996,0.455,0.234,0,"Enterocytes","SCARB1"
"MTTP",0,0.434276642279088,0.789,0.568,0,"Enterocytes","MTTP"
"NEK10",0,0.434016234824176,0.38,0.222,0,"Enterocytes","NEK10"
"GK",0,0.433876470728855,0.526,0.293,0,"Enterocytes","GK"
"ABCG5",0,0.432308659352007,0.449,0.225,0,"Enterocytes","ABCG5"
"LPIN2",0,0.421690540366953,0.655,0.446,0,"Enterocytes","LPIN2"
"CYBRD1",0,0.420629831138624,0.742,0.522,0,"Enterocytes","CYBRD1"
