term,gene
Genes enriched in aberrant stem cell-like cluster,EXOSC4
Genes enriched in aberrant stem cell-like cluster,RPL37
Genes enriched in aberrant stem cell-like cluster,GNL3
Genes enriched in aberrant stem cell-like cluster,NTMT1
Genes enriched in aberrant stem cell-like cluster,TPM1
Genes enriched in aberrant stem cell-like cluster,DNAJC2
Genes enriched in aberrant stem cell-like cluster,RPS5
Genes enriched in aberrant stem cell-like cluster,SERINC2
Genes enriched in aberrant stem cell-like cluster,LGALS3
Genes enriched in aberrant stem cell-like cluster,NFKBIA
Genes enriched in aberrant stem cell-like cluster,GTF3C6
Genes enriched in aberrant stem cell-like cluster,TMOD3
Genes enriched in aberrant stem cell-like cluster,ARPP19
Genes enriched in aberrant stem cell-like cluster,DDX18
Genes enriched in aberrant stem cell-like cluster,PUF60
Genes enriched in aberrant stem cell-like cluster,TP53
Genes enriched in aberrant stem cell-like cluster,ZBP1
Genes enriched in aberrant stem cell-like cluster,PPP1CA
Genes enriched in aberrant stem cell-like cluster,HEBP2
Genes enriched in aberrant stem cell-like cluster,ZNHIT1
Genes enriched in aberrant stem cell-like cluster,SSRP1
Genes enriched in aberrant stem cell-like cluster,SCAF11
Genes enriched in aberrant stem cell-like cluster,AKR1B1
Genes enriched in aberrant stem cell-like cluster,ASPSCR1
Genes enriched in aberrant stem cell-like cluster,CIAPIN1
Genes enriched in aberrant stem cell-like cluster,DNAJC8
Genes enriched in aberrant stem cell-like cluster,RAC1
Genes enriched in aberrant stem cell-like cluster,NSMCE1
Genes enriched in aberrant stem cell-like cluster,NR2C2AP
Genes enriched in aberrant stem cell-like cluster,HNRNPAB
Genes enriched in aberrant stem cell-like cluster,HPRT1
Genes enriched in aberrant stem cell-like cluster,LGALS16
Genes enriched in aberrant stem cell-like cluster,LGALS14
Genes enriched in aberrant stem cell-like cluster,TPM4
Genes enriched in aberrant stem cell-like cluster,DNAJB6
Genes enriched in aberrant stem cell-like cluster,SYPL1
Genes enriched in aberrant stem cell-like cluster,MRPL54
Genes enriched in aberrant stem cell-like cluster,GTPBP4
Genes enriched in aberrant stem cell-like cluster,UBE2D3
Genes enriched in aberrant stem cell-like cluster,HNRNPDL
Genes enriched in aberrant stem cell-like cluster,BLVRB
Genes enriched in aberrant stem cell-like cluster,EIF3D
Genes enriched in aberrant stem cell-like cluster,EIF3CL
Genes enriched in aberrant stem cell-like cluster,EIF3C
Genes enriched in aberrant stem cell-like cluster,CFL1
Genes enriched in aberrant stem cell-like cluster,DDIT4
Genes enriched in aberrant stem cell-like cluster,NAXD
Genes enriched in aberrant stem cell-like cluster,ENO1
Genes enriched in aberrant stem cell-like cluster,UTP3
Genes enriched in aberrant stem cell-like cluster,EIF4G2
Genes enriched in aberrant stem cell-like cluster,IFT43
Genes enriched in aberrant stem cell-like cluster,HLA-DMA
Genes enriched in aberrant stem cell-like cluster,TUBA1B
Genes enriched in aberrant stem cell-like cluster,COPS5
Genes enriched in aberrant stem cell-like cluster,EHF
Genes enriched in aberrant stem cell-like cluster,PSMC2
Genes enriched in aberrant stem cell-like cluster,PROM1
Genes enriched in aberrant stem cell-like cluster,GMPS
Genes enriched in aberrant stem cell-like cluster,RPL27
Genes enriched in aberrant stem cell-like cluster,ATP6V1G1
Genes enriched in aberrant stem cell-like cluster,RABAC1
Genes enriched in aberrant stem cell-like cluster,TCP1
Genes enriched in aberrant stem cell-like cluster,AKAP13
Genes enriched in aberrant stem cell-like cluster,TUBB
Genes enriched in aberrant stem cell-like cluster,FDFT1
Genes enriched in aberrant stem cell-like cluster,IFI35
Genes enriched in aberrant stem cell-like cluster,ARID5B
Genes enriched in aberrant stem cell-like cluster,RPL31
Genes enriched in aberrant stem cell-like cluster,EIF4A1
Genes enriched in aberrant stem cell-like cluster,PARP14
Genes enriched in aberrant stem cell-like cluster,POLE4
Genes enriched in aberrant stem cell-like cluster,SOX9
Genes enriched in aberrant stem cell-like cluster,PABPC3
Genes enriched in aberrant stem cell-like cluster,LYSMD2
Genes enriched in aberrant stem cell-like cluster,RUVBL1
Genes enriched in aberrant stem cell-like cluster,EMG1
Genes enriched in aberrant stem cell-like cluster,GIPC1
Genes enriched in aberrant stem cell-like cluster,LY6E
Genes enriched in aberrant stem cell-like cluster,SIGMAR1
Genes enriched in aberrant stem cell-like cluster,LAPTM4A
Genes enriched in aberrant stem cell-like cluster,CDK4
Genes enriched in aberrant stem cell-like cluster,MORF4L1
Genes enriched in aberrant stem cell-like cluster,SF3B3
Genes enriched in aberrant stem cell-like cluster,SH3BGRL2
Genes enriched in aberrant stem cell-like cluster,RPL10A
Genes enriched in aberrant stem cell-like cluster,SNRPB
Genes enriched in aberrant stem cell-like cluster,PSMA2
Genes enriched in aberrant stem cell-like cluster,PSMD12
Genes enriched in aberrant stem cell-like cluster,PSMA1
Genes enriched in aberrant stem cell-like cluster,TPI1
Genes enriched in aberrant stem cell-like cluster,CD151
Genes enriched in aberrant stem cell-like cluster,CCT5
Genes enriched in aberrant stem cell-like cluster,CCDC34
Genes enriched in aberrant stem cell-like cluster,GAR1
Genes enriched in aberrant stem cell-like cluster,ZNF593
Genes enriched in aberrant stem cell-like cluster,UTP14C
Genes enriched in aberrant stem cell-like cluster,PARK7
Genes enriched in aberrant stem cell-like cluster,CLIC1
Genes enriched in aberrant stem cell-like cluster,RPL14
Genes enriched in aberrant stem cell-like cluster,HLA-DQB2
Genes enriched in aberrant stem cell-like cluster,EIF4A3
Genes enriched in aberrant stem cell-like cluster,GNAI2
Genes enriched in aberrant stem cell-like cluster,SERTAD1
Genes enriched in aberrant stem cell-like cluster,HIF1A
Genes enriched in aberrant stem cell-like cluster,DDX39B
Genes enriched in aberrant stem cell-like cluster,RERE
Genes enriched in aberrant stem cell-like cluster,MRPL52
Genes enriched in aberrant stem cell-like cluster,RPL34
Genes enriched in aberrant stem cell-like cluster,SARNP
Genes enriched in aberrant stem cell-like cluster,PSMC5
Genes enriched in aberrant stem cell-like cluster,PSMA3
Genes enriched in aberrant stem cell-like cluster,CTNNB1
Genes enriched in aberrant stem cell-like cluster,PAICS
Genes enriched in aberrant stem cell-like cluster,RAB11A
Genes enriched in aberrant stem cell-like cluster,KNOP1
Genes enriched in aberrant stem cell-like cluster,RPS16
Genes enriched in aberrant stem cell-like cluster,BCL3
Genes enriched in aberrant stem cell-like cluster,UBE2E1
Genes enriched in aberrant stem cell-like cluster,SMARCE1
Genes enriched in aberrant stem cell-like cluster,DTYMK
Genes enriched in aberrant stem cell-like cluster,RSL24D1
Genes enriched in aberrant stem cell-like cluster,DYNLL1
Genes enriched in aberrant stem cell-like cluster,IFRD1
Genes enriched in aberrant stem cell-like cluster,RPS19
Genes enriched in aberrant stem cell-like cluster,DCTN3
Genes enriched in aberrant stem cell-like cluster,VARS1
Genes enriched in aberrant stem cell-like cluster,AIMP1
Genes enriched in aberrant stem cell-like cluster,MPHOSPH10
Genes enriched in aberrant stem cell-like cluster,PSMB8
Genes enriched in aberrant stem cell-like cluster,ITGB1
Genes enriched in aberrant stem cell-like cluster,GLRX3
Genes enriched in aberrant stem cell-like cluster,PSMB1
Genes enriched in aberrant stem cell-like cluster,CEACAM21
Genes enriched in aberrant stem cell-like cluster,EIF1AX
Genes enriched in aberrant stem cell-like cluster,EEF1A1
Genes enriched in aberrant stem cell-like cluster,TMED9
Genes enriched in aberrant stem cell-like cluster,EIF3F
Genes enriched in aberrant stem cell-like cluster,G3BP2
Genes enriched in aberrant stem cell-like cluster,UBE2L6
Genes enriched in aberrant stem cell-like cluster,KCNE3
Genes enriched in aberrant stem cell-like cluster,IRF7
Genes enriched in aberrant stem cell-like cluster,PAK1
Genes enriched in aberrant stem cell-like cluster,RALA
Genes enriched in aberrant stem cell-like cluster,NUBP1
Genes enriched in aberrant stem cell-like cluster,PSMD14
Genes enriched in aberrant stem cell-like cluster,CBX3
Genes enriched in aberrant stem cell-like cluster,HELLS
Genes enriched in aberrant stem cell-like cluster,NAP1L1
Genes enriched in aberrant stem cell-like cluster,RPL22
Genes enriched in aberrant stem cell-like cluster,CDCA7
Genes enriched in aberrant stem cell-like cluster,IRF8
Genes enriched in aberrant stem cell-like cluster,ECHDC2
Genes enriched in aberrant stem cell-like cluster,C12orf57
Genes enriched in aberrant stem cell-like cluster,FUS
Genes enriched in aberrant stem cell-like cluster,ACTN1
Genes enriched in aberrant stem cell-like cluster,EPCAM
Genes enriched in aberrant stem cell-like cluster,CEBPD
Genes enriched in aberrant stem cell-like cluster,ACTB
Genes enriched in aberrant stem cell-like cluster,CRB3
Genes enriched in aberrant stem cell-like cluster,AKR1A1
Genes enriched in aberrant stem cell-like cluster,SDC1
Genes enriched in aberrant stem cell-like cluster,BCAS2
Genes enriched in aberrant stem cell-like cluster,S100A11
Genes enriched in aberrant stem cell-like cluster,EZH2
Genes enriched in aberrant stem cell-like cluster,RPL29
Genes enriched in aberrant stem cell-like cluster,EIF3K
Genes enriched in aberrant stem cell-like cluster,NEMF
Genes enriched in aberrant stem cell-like cluster,BTF3L4
Genes enriched in aberrant stem cell-like cluster,SRRM1
Genes enriched in aberrant stem cell-like cluster,ACTG1
Genes enriched in aberrant stem cell-like cluster,CDC42SE1
Genes enriched in aberrant stem cell-like cluster,TNFAIP8L1
Genes enriched in aberrant stem cell-like cluster,EIF5B
Genes enriched in aberrant stem cell-like cluster,PSMB4
Genes enriched in aberrant stem cell-like cluster,SELENOH
Genes enriched in aberrant stem cell-like cluster,IRF1
Genes enriched in aberrant stem cell-like cluster,B2M
Genes enriched in aberrant stem cell-like cluster,TCOF1
Genes enriched in aberrant stem cell-like cluster,RPL24
Genes enriched in aberrant stem cell-like cluster,SMN1
Genes enriched in aberrant stem cell-like cluster,RPS15
Genes enriched in aberrant stem cell-like cluster,HNRNPA3
Genes enriched in aberrant stem cell-like cluster,VGLL4
Genes enriched in aberrant stem cell-like cluster,EIF3I
Genes enriched in aberrant stem cell-like cluster,GRN
Genes enriched in aberrant stem cell-like cluster,CSRP1
Genes enriched in aberrant stem cell-like cluster,SNRNP70
Genes enriched in aberrant stem cell-like cluster,TAGLN2
Genes enriched in aberrant stem cell-like cluster,KRT7
Genes enriched in aberrant stem cell-like cluster,NRAS
Genes enriched in aberrant stem cell-like cluster,SSB
Genes enriched in aberrant stem cell-like cluster,ILF2
Genes enriched in aberrant stem cell-like cluster,SERBP1
Genes enriched in aberrant stem cell-like cluster,TAP1
Genes enriched in aberrant stem cell-like cluster,TPR
Genes enriched in aberrant stem cell-like cluster,EIF3G
Genes enriched in aberrant stem cell-like cluster,PRPF40A
Genes enriched in aberrant stem cell-like cluster,SETSIP
Genes enriched in aberrant stem cell-like cluster,TRAPPC4
Genes enriched in aberrant stem cell-like cluster,CCT7
Genes enriched in aberrant stem cell-like cluster,GLUL
Genes enriched in aberrant stem cell-like cluster,ANP32E
Genes enriched in aberrant stem cell-like cluster,LSR
Genes enriched in aberrant stem cell-like cluster,PSMB6
Genes enriched in aberrant stem cell-like cluster,PPIB
Genes enriched in aberrant stem cell-like cluster,RABGGTB
Genes enriched in aberrant stem cell-like cluster,PSMD8
Genes enriched in aberrant stem cell-like cluster,GPX2
Genes enriched in aberrant stem cell-like cluster,CSNK1A1
Genes enriched in aberrant stem cell-like cluster,ACER2
Genes enriched in aberrant stem cell-like cluster,PAK2
Genes enriched in aberrant stem cell-like cluster,DDX21
Genes enriched in aberrant stem cell-like cluster,SEM1
Genes enriched in aberrant stem cell-like cluster,PSMB3
Genes enriched in aberrant stem cell-like cluster,LMNA
Genes enriched in aberrant stem cell-like cluster,S100A14
Genes enriched in aberrant stem cell-like cluster,PSMD1
Genes enriched in aberrant stem cell-like cluster,RTN4
Genes enriched in aberrant stem cell-like cluster,PPAN-P2RY11
Genes enriched in aberrant stem cell-like cluster,PPAN
Genes enriched in aberrant stem cell-like cluster,RPL13
Genes enriched in aberrant stem cell-like cluster,EXOSC5
Genes enriched in aberrant stem cell-like cluster,TIA1
Genes enriched in aberrant stem cell-like cluster,EIF5A
Genes enriched in aberrant stem cell-like cluster,SNRPD2
Genes enriched in aberrant stem cell-like cluster,PAFAH1B3
Genes enriched in aberrant stem cell-like cluster,MT1G
Genes enriched in aberrant stem cell-like cluster,RACK1
Genes enriched in aberrant stem cell-like cluster,CNN3
Genes enriched in aberrant stem cell-like cluster,MYBBP1A
Genes enriched in aberrant stem cell-like cluster,LSM7
Genes enriched in aberrant stem cell-like cluster,TAPBP
Genes enriched in aberrant stem cell-like cluster,MBNL1
Genes enriched in aberrant stem cell-like cluster,LGALS3BP
Genes enriched in aberrant stem cell-like cluster,S100A6
Genes enriched in aberrant stem cell-like cluster,LLPH
Genes enriched in aberrant stem cell-like cluster,STARD10
Genes enriched in aberrant stem cell-like cluster,PFDN2
Genes enriched in aberrant stem cell-like cluster,LGALS13
Genes enriched in aberrant stem cell-like cluster,KHDRBS1
Genes enriched in aberrant stem cell-like cluster,ARHGDIA
Genes enriched in aberrant stem cell-like cluster,H3-3A
Genes enriched in aberrant stem cell-like cluster,IMP3
Genes enriched in aberrant stem cell-like cluster,LITAF
Genes enriched in aberrant stem cell-like cluster,DCUN1D5
Genes enriched in aberrant stem cell-like cluster,SNRPE
Genes enriched in aberrant stem cell-like cluster,CETN3
Genes enriched in aberrant stem cell-like cluster,LYPLA2
Genes enriched in aberrant stem cell-like cluster,ANXA7
Genes enriched in aberrant stem cell-like cluster,EEF1D
Genes enriched in aberrant stem cell-like cluster,MRI1
Genes enriched in aberrant stem cell-like cluster,TRA2A
Genes enriched in aberrant stem cell-like cluster,MRPL17
Genes enriched in aberrant stem cell-like cluster,H3-3B
Genes enriched in aberrant stem cell-like cluster,GAPDH
Genes enriched in aberrant stem cell-like cluster,ASCL2
Genes enriched in aberrant stem cell-like cluster,NASP
Genes enriched in aberrant stem cell-like cluster,NIP7
Genes enriched in aberrant stem cell-like cluster,FASN
Genes enriched in aberrant stem cell-like cluster,TPM3
Genes enriched in aberrant stem cell-like cluster,HSPE1-MOB4
Genes enriched in aberrant stem cell-like cluster,MOB4
Genes enriched in aberrant stem cell-like cluster,CAPNS1
Genes enriched in aberrant stem cell-like cluster,HNRNPA1
Genes enriched in aberrant stem cell-like cluster,PA2G4
Genes enriched in aberrant stem cell-like cluster,TSG101
Genes enriched in aberrant stem cell-like cluster,HMGCR
Genes enriched in aberrant stem cell-like cluster,BOLA2
Genes enriched in aberrant stem cell-like cluster,MBD3
Genes enriched in aberrant stem cell-like cluster,RPS23
Genes enriched in aberrant stem cell-like cluster,STMN1
Genes enriched in aberrant stem cell-like cluster,BTF3
Genes enriched in aberrant stem cell-like cluster,F11R
Genes enriched in aberrant stem cell-like cluster,CKS1B
Genes enriched in aberrant stem cell-like cluster,ARL6IP4
Genes enriched in aberrant stem cell-like cluster,ATOX1
Genes enriched in aberrant stem cell-like cluster,RPL19
Genes enriched in aberrant stem cell-like cluster,KRT23
Genes enriched in aberrant stem cell-like cluster,CIRBP
Genes enriched in aberrant stem cell-like cluster,FXYD3
Genes enriched in aberrant stem cell-like cluster,RPSAP58
Genes enriched in aberrant stem cell-like cluster,RPSA
Genes enriched in aberrant stem cell-like cluster,NENF
Genes enriched in aberrant stem cell-like cluster,RPL4
Genes enriched in aberrant stem cell-like cluster,EIF2AK2
Genes enriched in aberrant stem cell-like cluster,PSMC3
Genes enriched in aberrant stem cell-like cluster,CYTH2
Genes enriched in aberrant stem cell-like cluster,SMARCA4
Genes enriched in aberrant stem cell-like cluster,PSMD4
Genes enriched in aberrant stem cell-like cluster,ITGA6
Genes enriched in aberrant stem cell-like cluster,GSTM3
Genes enriched in aberrant stem cell-like cluster,HNRNPU
Genes enriched in aberrant stem cell-like cluster,VPS72
Genes enriched in aberrant stem cell-like cluster,RPL23A
Genes enriched in aberrant stem cell-like cluster,PABPC1
Genes enriched in aberrant stem cell-like cluster,NHP2
Genes enriched in aberrant stem cell-like cluster,CTXN1
Genes enriched in aberrant stem cell-like cluster,SF3B4
Genes enriched in aberrant stem cell-like cluster,RPS9
Genes enriched in aberrant stem cell-like cluster,ID3
Genes enriched in aberrant stem cell-like cluster,FBL
Genes enriched in aberrant stem cell-like cluster,RPL6
Genes enriched in aberrant stem cell-like cluster,CCND1
Genes enriched in aberrant stem cell-like cluster,AXIN2
Genes enriched in aberrant stem cell-like cluster,TOMM20
Genes enriched in aberrant stem cell-like cluster,LYAR
Genes enriched in aberrant stem cell-like cluster,NME4
Genes enriched in aberrant stem cell-like cluster,SDHAF1
Genes enriched in aberrant stem cell-like cluster,SHISA5
Genes enriched in aberrant stem cell-like cluster,RNF213
Genes enriched in aberrant stem cell-like cluster,CD74
Genes enriched in aberrant stem cell-like cluster,PRMT1
Genes enriched in aberrant stem cell-like cluster,PSMC4
Genes enriched in aberrant stem cell-like cluster,SRM
Genes enriched in aberrant stem cell-like cluster,ANP32D
Genes enriched in aberrant stem cell-like cluster,EIF3E
Genes enriched in aberrant stem cell-like cluster,HLA-DQB1
Genes enriched in aberrant stem cell-like cluster,ID2
Genes enriched in aberrant stem cell-like cluster,CHD9
Genes enriched in aberrant stem cell-like cluster,TMEM234
Genes enriched in aberrant stem cell-like cluster,OAS1
Genes enriched in aberrant stem cell-like cluster,ALYREF
Genes enriched in aberrant stem cell-like cluster,HES6
Genes enriched in aberrant stem cell-like cluster,UBA52
Genes enriched in aberrant stem cell-like cluster,RPS14
Genes enriched in aberrant stem cell-like cluster,NOP16
Genes enriched in aberrant stem cell-like cluster,STAT1
Genes enriched in aberrant stem cell-like cluster,CD9
Genes enriched in aberrant stem cell-like cluster,RPS27
Genes enriched in aberrant stem cell-like cluster,NMI
Genes enriched in aberrant stem cell-like cluster,NCL
Genes enriched in aberrant stem cell-like cluster,KRT18
Genes enriched in aberrant stem cell-like cluster,GLMP
Genes enriched in aberrant stem cell-like cluster,TRAPPC6A
Genes enriched in aberrant stem cell-like cluster,ERH
Genes enriched in aberrant stem cell-like cluster,PSMD13
Genes enriched in aberrant stem cell-like cluster,BAX
Genes enriched in aberrant stem cell-like cluster,MCRIP1
Genes enriched in aberrant stem cell-like cluster,NOP58
Genes enriched in aberrant stem cell-like cluster,APLP2
Genes enriched in aberrant stem cell-like cluster,UBE2S
Genes enriched in aberrant stem cell-like cluster,KRTCAP3
Genes enriched in aberrant stem cell-like cluster,TMED5
Genes enriched in aberrant stem cell-like cluster,RPS13
Genes enriched in aberrant stem cell-like cluster,SRRM2
Genes enriched in aberrant stem cell-like cluster,TRMT112
Genes enriched in aberrant stem cell-like cluster,ACTL6A
Genes enriched in aberrant stem cell-like cluster,PRDX2
Genes enriched in aberrant stem cell-like cluster,PSMD7
Genes enriched in aberrant stem cell-like cluster,RPS26
Genes enriched in aberrant stem cell-like cluster,UFC1
Genes enriched in aberrant stem cell-like cluster,RNASEH2A
Genes enriched in aberrant stem cell-like cluster,TUBA1C
Genes enriched in aberrant stem cell-like cluster,EBNA1BP2
Genes enriched in aberrant stem cell-like cluster,CD47
Genes enriched in aberrant stem cell-like cluster,RPL38
Genes enriched in aberrant stem cell-like cluster,NKD1
Genes enriched in aberrant stem cell-like cluster,RPL15
Genes enriched in aberrant stem cell-like cluster,YWHAE
Genes enriched in aberrant stem cell-like cluster,IRGM
Genes enriched in aberrant stem cell-like cluster,CEBPZ
Genes enriched in aberrant stem cell-like cluster,PSMA6
Genes enriched in aberrant stem cell-like cluster,BOLA1
Genes enriched in aberrant stem cell-like cluster,ARID4B
Genes enriched in aberrant stem cell-like cluster,CD320
Genes enriched in aberrant stem cell-like cluster,OTUB1
Genes enriched in aberrant stem cell-like cluster,DUOXA2
Genes enriched in aberrant stem cell-like cluster,PDLIM7
Genes enriched in aberrant stem cell-like cluster,S100A16
Genes enriched in aberrant stem cell-like cluster,RPL32
Genes enriched in aberrant stem cell-like cluster,DCAKD
Genes enriched in aberrant stem cell-like cluster,SNRPF
Genes enriched in aberrant stem cell-like cluster,PCBP2
Genes enriched in aberrant stem cell-like cluster,PROX1
Genes enriched in aberrant stem cell-like cluster,TMEM128
Genes enriched in aberrant stem cell-like cluster,TUBA4A
Genes enriched in aberrant stem cell-like cluster,EEF2
Genes enriched in aberrant stem cell-like cluster,PGLS
Genes enriched in aberrant stem cell-like cluster,UBALD2
Genes enriched in aberrant stem cell-like cluster,DHPS
Genes enriched in aberrant stem cell-like cluster,UBE2I
Genes enriched in aberrant stem cell-like cluster,RPS11
Genes enriched in aberrant stem cell-like cluster,CNBP
Genes enriched in aberrant stem cell-like cluster,RPL26
Genes enriched in aberrant stem cell-like cluster,PPP1R2
Genes enriched in aberrant stem cell-like cluster,PPP1R2B
Genes enriched in aberrant stem cell-like cluster,TBCB
Genes enriched in aberrant stem cell-like cluster,SRSF10
Genes enriched in aberrant stem cell-like cluster,MRTO4
Genes enriched in aberrant stem cell-like cluster,PHLDA1
Genes enriched in aberrant stem cell-like cluster,PKM
Genes enriched in aberrant stem cell-like cluster,UBXN1
Genes enriched in aberrant stem cell-like cluster,EMP2
Genes enriched in aberrant stem cell-like cluster,CHD4
Genes enriched in aberrant stem cell-like cluster,RPS20
Genes enriched in aberrant stem cell-like cluster,PLSCR1
Genes enriched in aberrant stem cell-like cluster,PRR15
Genes enriched in aberrant stem cell-like cluster,BST2
Genes enriched in aberrant stem cell-like cluster,NEDD4
Genes enriched in aberrant stem cell-like cluster,TSN
Genes enriched in aberrant stem cell-like cluster,ELOC
Genes enriched in aberrant stem cell-like cluster,MARCKSL1
Genes enriched in aberrant stem cell-like cluster,MAFG
Genes enriched in aberrant stem cell-like cluster,RPS25
Genes enriched in aberrant stem cell-like cluster,SIN3B
Genes enriched in aberrant stem cell-like cluster,FDPS
Genes enriched in aberrant stem cell-like cluster,RPS28
Genes enriched in aberrant stem cell-like cluster,SRSF11
Genes enriched in aberrant stem cell-like cluster,CCDC12
Genes enriched in aberrant stem cell-like cluster,QTRT1
Genes enriched in aberrant stem cell-like cluster,MVB12A
Genes enriched in aberrant stem cell-like cluster,RPS8
Genes enriched in aberrant stem cell-like cluster,SDF4
Genes enriched in aberrant stem cell-like cluster,ISG15
Genes enriched in aberrant stem cell-like cluster,DDX5
Genes enriched in aberrant stem cell-like cluster,RNH1
Genes enriched in aberrant stem cell-like cluster,RPL27A
Genes enriched in aberrant stem cell-like cluster,LSM4
Genes enriched in aberrant stem cell-like cluster,PTOV1
Genes enriched in aberrant stem cell-like cluster,RPL8
Genes enriched in aberrant stem cell-like cluster,PSMA5
Genes enriched in aberrant stem cell-like cluster,CLDN4
Genes enriched in aberrant stem cell-like cluster,MAT2A
Genes enriched in aberrant stem cell-like cluster,NSA2
Genes enriched in aberrant stem cell-like cluster,RTF1
Genes enriched in aberrant stem cell-like cluster,RTP4
Genes enriched in aberrant stem cell-like cluster,RPS6
Genes enriched in aberrant stem cell-like cluster,NACA
Genes enriched in aberrant stem cell-like cluster,RBBP4
Genes enriched in aberrant stem cell-like cluster,BAZ1A
Genes enriched in aberrant stem cell-like cluster,CD44
Genes enriched in aberrant stem cell-like cluster,TXNDC9
Genes enriched in aberrant stem cell-like cluster,SARS1
Genes enriched in stem/TA cells cluster,SDC4
Genes enriched in stem/TA cells cluster,RPS4X
Genes enriched in stem/TA cells cluster,PSMG2
Genes enriched in stem/TA cells cluster,OLFM4
Genes enriched in stem/TA cells cluster,NDUFV2
Genes enriched in stem/TA cells cluster,FKBP3
Genes enriched in stem/TA cells cluster,GRPEL1
Genes enriched in stem/TA cells cluster,RPL3
Genes enriched in stem/TA cells cluster,RALY
Genes enriched in stem/TA cells cluster,U2AF1
Genes enriched in stem/TA cells cluster,GLRX5
Genes enriched in stem/TA cells cluster,SMIM11A
Genes enriched in stem/TA cells cluster,LGALS2
Genes enriched in stem/TA cells cluster,TXNL1
Genes enriched in stem/TA cells cluster,HMGB3
Genes enriched in stem/TA cells cluster,QDPR
Genes enriched in stem/TA cells cluster,HSPH1
Genes enriched in stem/TA cells cluster,DNAJC15
Genes enriched in stem/TA cells cluster,HOPX
Genes enriched in stem/TA cells cluster,FUNDC2
Genes enriched in stem/TA cells cluster,RTRAF
Genes enriched in stem/TA cells cluster,IMPA2
Genes enriched in stem/TA cells cluster,ATP5F1C
Genes enriched in stem/TA cells cluster,OTC
Genes enriched in stem/TA cells cluster,IDH3B
Genes enriched in stem/TA cells cluster,RPS21
Genes enriched in stem/TA cells cluster,PRDX3
Genes enriched in stem/TA cells cluster,CKS2
Genes enriched in stem/TA cells cluster,RANBP1
Genes enriched in stem/TA cells cluster,SMC2
Genes enriched in stem/TA cells cluster,MARCKS
Genes enriched in stem/TA cells cluster,OAT
Genes enriched in stem/TA cells cluster,EMC6
Genes enriched in stem/TA cells cluster,CCNB2
Genes enriched in stem/TA cells cluster,PKIG
Genes enriched in stem/TA cells cluster,SMC1A
Genes enriched in stem/TA cells cluster,MRPL45
Genes enriched in stem/TA cells cluster,RPS3A
Genes enriched in stem/TA cells cluster,ABRACL
Genes enriched in stem/TA cells cluster,PLP2
Genes enriched in stem/TA cells cluster,TIMM8A
Genes enriched in stem/TA cells cluster,RBBP7
Genes enriched in stem/TA cells cluster,PSMA4
Genes enriched in stem/TA cells cluster,RPL36A
Genes enriched in stem/TA cells cluster,LSM5
Genes enriched in stem/TA cells cluster,HSP90AA1
Genes enriched in stem/TA cells cluster,SNU13
Genes enriched in stem/TA cells cluster,ESCO2
Genes enriched in stem/TA cells cluster,MKI67
Genes enriched in stem/TA cells cluster,SIVA1
Genes enriched in stem/TA cells cluster,EEF1G
Genes enriched in stem/TA cells cluster,SRSF3
Genes enriched in stem/TA cells cluster,RPA3
Genes enriched in stem/TA cells cluster,DHRS4
Genes enriched in stem/TA cells cluster,SNRPD3
Genes enriched in stem/TA cells cluster,RPL39
Genes enriched in stem/TA cells cluster,RPL12
Genes enriched in stem/TA cells cluster,TOMM22
Genes enriched in stem/TA cells cluster,PDLIM1
Genes enriched in stem/TA cells cluster,TYMS
Genes enriched in stem/TA cells cluster,PPP1R1B
Genes enriched in stem/TA cells cluster,MRPL36
Genes enriched in stem/TA cells cluster,SNRPD1
Genes enriched in stem/TA cells cluster,NDUFS8
Genes enriched in stem/TA cells cluster,RSL1D1
Genes enriched in stem/TA cells cluster,PHF5A
Genes enriched in stem/TA cells cluster,RPS29
Genes enriched in stem/TA cells cluster,DEK
Genes enriched in stem/TA cells cluster,AQP4
Genes enriched in stem/TA cells cluster,RPL23
Genes enriched in stem/TA cells cluster,PCNA
Genes enriched in stem/TA cells cluster,PGP
Genes enriched in stem/TA cells cluster,TPX2
Genes enriched in stem/TA cells cluster,ANP32A
Genes enriched in stem/TA cells cluster,U2AF1L5
Genes enriched in stem/TA cells cluster,RPL35
Genes enriched in stem/TA cells cluster,ATP5PF
Genes enriched in stem/TA cells cluster,RFLNB
Genes enriched in stem/TA cells cluster,PPIL1
Genes enriched in stem/TA cells cluster,CHCHD10
Genes enriched in stem/TA cells cluster,SMIM11B
Genes enriched in stem/TA cells cluster,EIF3M
Genes enriched in stem/TA cells cluster,MRPS31
Genes enriched in stem/TA cells cluster,TFAM
Genes enriched in stem/TA cells cluster,C1QBP
Genes enriched in stem/TA cells cluster,ANP32B
Genes enriched in stem/TA cells cluster,RPS27L
Genes enriched in stem/TA cells cluster,NDUFA4
Genes enriched in stem/TA cells cluster,TPT1
Genes enriched in stem/TA cells cluster,HSP90AB1
Genes enriched in stem/TA cells cluster,FKBP4
Genes enriched in stem/TA cells cluster,UCHL3
Genes enriched in stem/TA cells cluster,MGST1
Genes enriched in stem/TA cells cluster,FAM98B
Genes enriched in stem/TA cells cluster,UBE2C
Genes enriched in stem/TA cells cluster,SMCO4
Genes enriched in stem/TA cells cluster,APEX1
Genes enriched in stem/TA cells cluster,MRPS17
Genes enriched in stem/TA cells cluster,NDUFA9
